time_s,collector_inner_voltage_v,collector_total_current_a_um,tmax_k
1e-13,2500.0,1.31235387961e-07,324.633215689
2.5e-13,2500.0,1.31249127504e-07,324.633215689
4.75e-13,2500.0,1.3124913434e-07,324.633215689
8.125e-13,2500.0,1.3124913084e-07,324.633215689
1.31875e-12,2500.0,1.31249131705e-07,324.633215689
2.078125e-12,2500.0,1.31249136954e-07,324.633215689
3.2171875e-12,2500.0,1.31249132345e-07,324.633215689
4.92578125e-12,2500.0,1.31249133479e-07,324.633215689
7.488671875e-12,2500.0,1.3124913413e-07,324.633215689
1.13330078125e-11,2500.0,1.31249133418e-07,324.633215689
1.70995117188e-11,2500.0,1.31249132798e-07,324.633215689
2.57492675781e-11,2500.0,1.31249132996e-07,324.633215689
3.57492675781e-11,2500.0,1.31249132691e-07,324.633215689
4.57492675781e-11,2500.0,1.31249134988e-07,324.633215689
5.57492675781e-11,2500.0,1.31249133417e-07,324.633215689
6.57492675781e-11,2500.0,1.31249133153e-07,324.633215689
7.57492675781e-11,2500.0,1.31249134161e-07,324.633215689
8.57492675781e-11,2500.0,1.31249131913e-07,324.633215689
9.57492675781e-11,2500.0,6.03655984273e-07,324.633215691
9.8e-11,2500.0,4.59239036922e-06,324.633215693
9.82e-11,2500.0,5.30399457437e-06,324.633215693
9.84e-11,2500.0,6.08284408579e-06,324.633215693
9.86e-11,2500.0,6.92637564233e-06,324.633215693
9.88e-11,2500.0,7.83063515795e-06,324.633215693
9.9e-11,2500.0,8.79014637836e-06,324.633215693
9.92e-11,2500.0,9.79794863969e-06,324.633215694
9.94e-11,2500.0,1.08457145373e-05,324.633215694
9.96e-11,2500.0,1.19239365524e-05,324.633215694
9.98e-11,2500.0,1.30221725795e-05,324.633215694
1e-10,2500.0,1.41293383174e-05,324.633215695
1.002e-10,2500.0,1.52340321226e-05,324.633215695
1.004e-10,2500.0,1.63248768492e-05,324.633215695
1.006e-10,2500.0,1.73908602105e-05,324.633215696
1.008e-10,2500.0,1.8421657933e-05,324.633215696
1.01e-10,2500.0,1.94079225148e-05,324.633215696
1.012e-10,2500.0,2.0341525019e-05,324.633215697
1.014e-10,2500.0,2.12157388602e-05,324.633215697
1.016e-10,2500.0,2.20253600373e-05,324.633215698
1.018e-10,2500.0,2.27667606115e-05,324.633215699
1.02e-10,2500.0,2.3437877585e-05,324.633215699
1.022e-10,2500.0,2.40381370067e-05,324.6332157
1.0248e-10,2500.0,2.47609287704e-05,324.633215701
1.02872e-10,2500.0,2.55543421637e-05,324.633215702
1.034208e-10,2500.0,2.62886871845e-05,324.633215705
1.0418912e-10,2500.0,2.67542663629e-05,324.633215709
1.05264768e-10,2500.0,2.67504059278e-05,324.633215716
1.067706752e-10,2500.0,2.62101240285e-05,324.633215729
1.0887894528e-10,2500.0,2.50456407562e-05,324.633215752
1.11830523392e-10,2500.0,2.26593980241e-05,324.633215791
1.15962732749e-10,2500.0,1.74507756857e-05,324.63321586
1.18855279299e-10,2500.0,1.23197055517e-05,324.633215912
1.22904844468e-10,2500.0,6.48240729543e-06,324.63321599
1.28574235706e-10,2500.0,2.79912810578e-06,324.633216102
1.36511383438e-10,2500.0,1.44962344671e-06,324.633216263
1.47623390264e-10,2500.0,1.11143783145e-06,324.633216494
1.6318019982e-10,2500.0,1.0578513667e-06,324.633216826
1.84959733198e-10,2500.0,1.05897069686e-06,324.633217311
2.15451079927e-10,2500.0,1.06029673682e-06,324.633218026
2.58138965348e-10,2500.0,1.06007410584e-06,324.633219101
3.17902004938e-10,2500.0,1.06386532229e-06,324.633220751
4e-10,2500.0,1.07396097709e-06,324.633223295
4.1e-10,2500.0,1.07486375615e-06,324.633223609
4.24e-10,2500.0,1.07653444721e-06,324.633224056
4.436e-10,2500.0,1.07918869306e-06,324.633224699
4.7104e-10,2500.0,1.08323540482e-06,324.63322563
5.09456e-10,2500.0,1.08934462939e-06,324.633226995
5.632384e-10,2500.0,1.0985834697e-06,324.633229033
6.3853376e-10,2500.0,1.11265586029e-06,324.633232164
7.43947264e-10,2500.0,1.13435923214e-06,324.633237808
8.915261696e-10,2500.0,1.16865874753e-06,324.633259564
1.09813663744e-09,2500.0,1.22498839288e-06,324.633393367
1.38739129242e-09,2500.0,1.31970876241e-06,324.633901249
1.79234780938e-09,2500.0,1.47876092077e-06,324.634878607
2.35928693314e-09,2500.0,1.73504435927e-06,324.636013297
3.15300170639e-09,2500.0,2.09648569715e-06,324.637247723
4.26420238895e-09,2500.0,2.58510113611e-06,324.639181627
5.81988334452e-09,2500.0,3.41682495692e-06,324.64334317
7.99783668233e-09,2500.0,5.08037679319e-06,324.653243683
8.99891834117e-09,2500.0,5.9359103879e-06,324.658765647
1e-08,2500.0,6.90002215682e-06,324.665354837
1.001e-08,2500.0,6.90545394262e-06,324.665420765
1.0024e-08,2500.0,6.91451926656e-06,324.665513275
1.00436e-08,2500.0,6.92904978736e-06,324.665643199
1.007104e-08,2500.0,6.95149714992e-06,324.665825888
