time_s,collector_inner_voltage_v,collector_total_current_a_um,tmax_k
1e-13,2500.0,1.30343088781e-07,300.000002939
2.5e-13,2500.0,1.30358649285e-07,300.000006421
4.75e-13,2500.0,1.30358664306e-07,300.000010564
8.125e-13,2500.0,1.30358656829e-07,300.000015534
1.31875e-12,2500.0,1.30358661742e-07,300.000021527
2.078125e-12,2500.0,1.30358666673e-07,300.000028756
3.2171875e-12,2500.0,1.30358661423e-07,300.000037448
4.92578125e-12,2500.0,1.30358660623e-07,300.000047952
7.488671875e-12,2500.0,1.3035866218e-07,300.000060576
1.13330078125e-11,2500.0,1.30358662089e-07,300.00007594
1.70995117188e-11,2500.0,1.30358661945e-07,300.000094695
2.57492675781e-11,2500.0,1.30358659572e-07,300.000117643
3.57492675781e-11,2500.0,1.30358659713e-07,300.000139998
4.57492675781e-11,2500.0,1.30358660845e-07,300.000159522
5.57492675781e-11,2500.0,1.30358660196e-07,300.000176978
6.57492675781e-11,2500.0,1.30358659723e-07,300.000192841
7.57492675781e-11,2500.0,1.30358658488e-07,300.000207433
8.57492675781e-11,2500.0,1.30358659045e-07,300.000220981
9.57492675781e-11,2500.0,6.10051566248e-07,300.000826373
9.8e-11,2500.0,4.65974131518e-06,300.00316631
9.82e-11,2500.0,5.38221506243e-06,300.003419197
9.84e-11,2500.0,6.17295292908e-06,300.00371317
9.86e-11,2500.0,7.02935441961e-06,300.004051031
9.88e-11,2500.0,7.94740225563e-06,300.004435237
9.9e-11,2500.0,8.92153490592e-06,300.004867805
9.92e-11,2500.0,9.94468350939e-06,300.005351043
9.94e-11,2500.0,1.10083912007e-05,300.005885246
9.96e-11,2500.0,1.21030032036e-05,300.00647053
9.98e-11,2500.0,1.32179154846e-05,300.007106431
1e-10,2500.0,1.43418720373e-05,300.007791768
1.002e-10,2500.0,1.54632946009e-05,300.008524655
1.004e-10,2500.0,1.65706295704e-05,300.009302524
1.006e-10,2500.0,1.76526940142e-05,300.010122181
1.008e-10,2500.0,1.86990032612e-05,300.010979881
1.01e-10,2500.0,1.97000644867e-05,300.01187142
1.012e-10,2500.0,2.06476219905e-05,300.012792234
